Column1,�..Movie.Name,Release.Date,Opening.Day,Opening.Weekend,End.of.Week.1,Lifetime..India.Only..Net.Collection.Crores.in.Release.Year.,�..imdbId,releaseYear,releaseDate,genre,writers,actors,directors,sequel,FirstWeekIMDBRating
158,Deewaanapan,16-Nov-01,0.48,1.38,2.39,5.1,tt0301179,2001,16-Nov-01,Romance |Drama,Rajesh Singh (dialogue script),Arjun Rampal | Dia Mirza | Vinod Khanna | Om Puri,Ashu Trikha,0,2
451,Mujhse Fraaandship Karoge,14-10-2011,0.5,2.18,3.7,5.12,tt2057441,2011,14-Oct-11,Comedy | Drama | Romance,Pooja Desai (story) | Anvita Dutt (additional dialogue) | Anvita Dutt (screenplay) | Rajesh Narasimhan (screenplay) | Ashish Patil (story) | Ashish Patil,Saqib Saleem | Saba Azaad | Nishant Dahiya | Tara D'Souza,Nupur Asthana,0,2
445,Mithya,08-Feb-08,0.48,1.79,2.99,5.19,tt1179782,2008,08-Feb-08,Comedy | Crime | Drama,Rajat Kapoor | Saurabh Shukla | Neerav Ghosh (lyrics) | Ashish Manchanda (lyrics) | Shahid Hamdaane (lyrics) | Prakash Chandra Dhamak (lyrics),Ranvir Shorey | Neha Dhupia | Naseeruddin Shah | Saurabh Shukla,Rajat Kapoor,0,3
189,Dishkiyaoon,28-Mar-14,1.03,3.5,4.97,5.23,tt3539966,2014,28-Mar-14,Action | Thriller,Sanamjit Singh Talwar,Harman Baweja | Harsh Chhaya | Sunny Deol | Rajit Kapoor,Sanamjit Singh Talwar,0,1
307,Jackpot,13-Dec-13,1.25,3,4.97,5.23,tt3309662,2013,13-Dec-13,Comedy | Thriller,N/A,Naseeruddin Shah | Sunny Leone | Sachiin Joshi | Bharath Niwas,Kaizad Gustad,0,1
540,Rakht,03-Sep-04,1.19,3,4.24,5.34,tt0418096,2004,01-Sep-04,Horror | Thriller,Deepak Kulkarni (dialogue) | Deepak Kulkarni (story) | Vinay (screenplay) | Yash (screenplay),Sanjay Dutt | Sunil Shetty | Bipasha Basu | Dino Morea,Mahesh Manjrekar,0,1
608,Style,28-Dec-01,0.29,0.97,1.81,5.36,tt0306855,2001,28-Dec-01,Musical | Comedy,N. Chandra,Sharman Joshi | Sahil Khan | Riya Sen | Shillpi Sharma,N. Chandra,0,5
255,Hanuman,21-10-2005,0.25,0.9,1.58,5.38,tt0488836,2005,21-Oct-05,Animation,Milind Ukey,Archi | Rajesh Jolly | Mukesh Khanna | Sushmita Mukherjee,V.G. Samant | Milind Ukey,0,5
665,Vaada,07-01-2005,0.95,2.62,3.85,5.41,tt0442855,2005,07-Jan-05,Romance | Mystery | Drama,Rumi Jaffery,Arjun Rampal | Zayed Khan | Ameesha Patel | Alok Nath,Satish Kaushik,0,2
579,Shabd,02-04-2005,0.94,2.61,3.86,5.47,tt0409527,2005,04-Feb-05,Drama,Sutapa Sikdar (dialogue) | Leena Yadav (screenplay) | Leena Yadav (story),Sanjay Dutt | Aishwarya Rai Bachchan | Zayed Khan | Aakash Pandey,Leena Yadav,0,1
692,Yeh Hai Jalwa,26-07-2002,0.87,2.45,3.7,5.49,tt0328671,2002,03-Jul-02,Comedy | Drama | Romance,Rumi Jaffery (dialogue) | Imtiaz Patel (screenplay) | Imtiaz Patel (story) | Yunus Sajawal (screenplay) | Yunus Sajawal (story),Rishi Kapoor | Salman Khan | Ameesha Patel | Rati Agnihotri,David Dhawan,0,2
693,Yeh Hai Jalwa,26-Jul-02,0.87,2.45,3.7,5.49,tt0328671,2002,03-Jul-02,Comedy | Drama | Romance,Rumi Jaffery (dialogue) | Imtiaz Patel (screenplay) | Imtiaz Patel (story) | Yunus Sajawal (screenplay) | Yunus Sajawal (story),Rishi Kapoor | Salman Khan | Ameesha Patel | Rati Agnihotri,David Dhawan,0,2
547,Rehnaa Hai Terre Dil Mein,18-Oct-01,0.41,1.32,2.25,5.52,tt0299108,2001,19-Oct-01,Musical,Gautham Menon (story) | Vipul D. Shah (dialogue) | Vipul D. Shah (story),Madhavan | Saif Ali Khan | Dia Mirza | Vrajesh Hirjee,Gautham Menon,0,2
502,Paying Guests,19-06-2009,1,3.33,4.64,5.55,tt1176961,2009,19-Jun-09,Comedy | Drama,Wajid Ali (lyrics) | Rashid Firozabadi (lyrics) | Lawrence John (additional dialogue & screenplay) | Paritosh Painter (story) | Jalees Sherwani (lyrics) | A.K. Upadhyay (lyrics),Shreyas Talpade | Javed Jaffrey | Aashish Chaudhary | Vatsal Seth,Paritosh Painter,0,2
406,Love Ke Liye Kuch Bhi Karega,29-Jun-01,0.57,1.67,2.9,5.57,tt0287537,2001,29-Jun-01,Comedy | Crime | Romance,Rajnish Thakur,Saif Ali Khan | Fardeen Khan | Aftab Shivdasani | Sonali Bendre,Eeshwar Nivas,0,2
338,Kal Kissne Dekha,12-06-2009,1.03,3.34,4.75,5.67,tt1324078,2009,12-Jun-09,Action | Crime | Romance,Sudhanshu Dube (screenplay) | Shyam Goel (screenplay) | Sameer (lyrics) | Vivek Sharma,Brahim Achabbakhe | Jacky Bhagnani | Nushrat Bharucha | David Bueno,Vivek Sharma,0,1
47,Aladin,30-10-2009,0.6984,2.93,4.69,5.82,tt1227762,2009,30-Oct-09,Action | Adventure | Comedy,Vishal Dadlani (lyrics) | Sujoy Ghosh (screenplay) | Suresh Nair (additional story) | Ritesh Shah (dialogue) | Ritesh Shah (story),Shubhankar Atre | Amitabh Bachchan | Victor Banerjee | Dhaval Barbhaya,Sujoy Ghosh,0,1
340,Kamaal Dhamaal Malamaal,28-Sep-12,1.19,6.36,5.54,5.87,tt2278422,2012,28-Sep-12,Comedy,N/A,Asrani | Madhurima Banerjee | Shakti Kapoor | Pratima Kazmi,Priyadarshan,1,1
559,Rudraksh,13-Feb-04,1.22,3.25,4.7,5.9,tt0366985,2004,13-Feb-04,Fantasy | Sci-Fi,Mani Shankar (screenplay) | Mani Shankar (story),Sanjay Dutt | Bipasha Basu | Sunil Shetty | Isha Koppikar,Mani Shankar,0,1
210,Ekk Deewana Tha,17-Feb-12,1.03,3.56,5.94,5.97,tt2126282,2012,17-Feb-12,Romance,Manu Rishi Chadha (dialogue) | Meghana Karthik (subtitles) | Gautham Menon (story) | Laju Nanwani,Prateik | Amy Jackson | Sachin Khedekar | Manu Rishi Chadha,Gautham Menon,0,2
549,Rishtey,12-06-2002,0.68,2.02,3.44,6,tt0341549,2002,06-Dec-02,Family,Rajeev Kaul (screenplay) | Rajeev Kaul (story) | Tanveer Khan (dialogue) | Praful Parekh (screenplay) | Praful Parekh (story),Anil Kapoor | Karisma Kapoor | Shilpa Shetty | Kaivalya Chheda,Indra Kumar,0,2
550,Rishtey,12-Jun-02,0.68,2.02,3.44,6,tt0341549,2002,06-Dec-02,Family,Rajeev Kaul (screenplay) | Rajeev Kaul (story) | Tanveer Khan (dialogue) | Praful Parekh (screenplay) | Praful Parekh (story),Anil Kapoor | Karisma Kapoor | Shilpa Shetty | Kaivalya Chheda,Indra Kumar,0,2
118,Chaar Din Ki Chandni,09-Mar-12,0.7308,3.69,5.06,6.09,tt2191641,2012,09-Mar-12,Comedy | Romance,Nishant Hada (dialogue) | Nishant Hada (screenplay) | Amit Masurkar (dialogue) | Amit Masurkar (screenplay),Rana Jung Bahadur | Mukul Dev | Harish | Farida Jalal,Samir Karnik,0,1
227,Game,01-04-2011,1.25,3.25,4.6,6.1,tt1772872,2011,01-Apr-11,Action | Crime | Drama,Farhan Akhtar (dialogue) | Javed Akhtar (lyrics),Abhishek Bachchan | Kangana Ranaut | Anupam Kher | Boman Irani,Abhinay Deo,0,1
11,Aa Dekhen Zara,27-03-2009,0.85,2.85,4.23,6.16,tt1372681,2009,27-Mar-09,Action | Crime | Drama,Sheershak Anand (story) | Shantanu Ray Chhibber (story),Neil Nitin Mukesh | Bipasha Basu | Biswajeet Chatterjee | Sophiya Chaudhary,Jehangir Surti,0,1
484,Om Jai Jagadish,19-Jul-02,0.79,2.34,3.71,6.16,tt0327071,2002,08-Jul-02,Drama | Musical,Rumi Jaffery (dialogue) | Rahul Nanda,Waheeda Rehman | Anil Kapoor | Fardeen Khan | Abhishek Bachchan,Anupam Kher,0,1
485,Om Jai Jagadish,19-07-2002,0.79,2.34,3.71,6.16,tt0327071,2002,08-Jul-02,Drama | Musical,Rumi Jaffery (dialogue) | Rahul Nanda,Waheeda Rehman | Anil Kapoor | Fardeen Khan | Abhishek Bachchan,Anupam Kher,0,1
59,Anthony Kaun Hai?,04-Aug-06,1.31,3.52,4.98,6.17,tt0800981,2006,04-Aug-06,Comedy | Thriller,Soumik Sen,Sanjay Dutt | Arshad Warsi | Minissha Lamba | Anusha Dhandekar,Raj Kaushal,0,1
366,Kranti,15-03-2002,0.82,2.31,3.78,6.19,tt0311411,2002,27-Mar-02,Drama,Sanjay Masoom (dialogue),Vinod Khanna | Bobby Deol | Ameesha Patel | Rati Agnihotri,Naresh Malhotra,0,2
367,Kranti,15-Mar-02,0.82,2.31,3.78,6.19,tt0311411,2002,27-Mar-02,Drama,Sanjay Masoom (dialogue),Vinod Khanna | Bobby Deol | Ameesha Patel | Rati Agnihotri,Naresh Malhotra,0,2
688,Yeh Dil Aashiqanaa,18-01-2002,0.47,1.47,2.57,6.22,tt0307682,2002,N/A,Action | Romance,N/A,Jividha Sharma | Mohan Azaad | Arun Bakshi | Rajat Bedi,Sandesh Kohli,0,4
689,Yeh Dil Aashiqanaa,18-Jan-02,0.47,1.47,2.57,6.22,tt0307682,2002,N/A,Action | Romance,N/A,Jividha Sharma | Mohan Azaad | Arun Bakshi | Rajat Bedi,Sandesh Kohli,0,4
178,Dhoondte Reh Jaoge,06-03-2009,0.756,1.93392,4.74,6.3,tt1391544,2009,06-Mar-09,Comedy | Drama,Shabbir Ahmed (lyrics) | Rajeev Jhaveri (story) | Jalees Sherwani (lyrics) | Umesh Shukla (dialogues) | Umesh Shukla,Paresh Rawal | Kunal Khemu | Sonu Sood | Soha Ali Khan,Umesh Shukla,0,2
77,Bajatey Raho,26-Jul-13,1.2,4.25,6.3,6.37,tt2848824,2013,26-Jul-13,Comedy | Drama | Thriller,Zafar Khan (story) | Akshay Verma (dialogue),Tusshar Kapoor | Vinay Pathak | Ranvir Shorey | Vishakha Singh,Shashant Shah,0,2
543,Rangrezz,21-Mar-13,1,4,6,6.37,tt2706264,2013,21-Mar-13,Action |Drama |Adventure,Manisha Korde (dialogue) | Mushtaq Sheikh (screenplay),Jacky Bhagnani | Priya Anand | Rajpal Yadav | Amitosh Nagpal,Priyadarshan,0,1
19,Aap Ki Khatir,25-Aug-06,1.24,3.59,5.33,6.39,tt0810058,2006,25-Aug-06,Romance,Sunil Munshi,Akshaye Khanna | Priyanka Chopra | Ameesha Patel | Dino Morea,Dharmesh Darshan,0,1
423,Maine Dil Tujhko Diya,23-Aug-02,0.85,2.46,3.86,6.4,tt0326600,2002,23-Aug-02,Romance | Action | Drama,Ranjeet Gupta (staff writer),Sohail Khan | Sameera Reddy | Sanjay Dutt | Kabir Bedi,Sohail Khan,0,2
424,Maine Dil Tujhko Diya,23-08-2002,0.85,2.46,3.86,6.4,tt0326600,2002,23-Aug-02,Romance | Action | Drama,Ranjeet Gupta (staff writer),Sohail Khan | Sameera Reddy | Sanjay Dutt | Kabir Bedi,Sohail Khan,0,2
514,Plan,09-Jan-04,1.13,3.02,4.47,6.41,tt0364604,2004,09-Jan-04,Action | Thriller,Sanjay Gupta (story) | Vinay (screenplay) | Yash (screenplay) | Milap Zaveri (dialogue),Sanjay Dutt | Dino Morea | Sanjay Suri | Bikram Saluja,Hriday Shetty,0,2
400,London Paris New York,02-Mar-12,1.06,4.07,6.12,6.44,tt2064849,2012,02-Mar-12,Romance,Anu Menon (story) | Anu Menon (dialogue) | Ritu Bhatia (dialogue),Ali Zafar | Aditi Rao Hydari | Candice Pereira | Scherrikar Bell,Anu Menon,0,2
125,Chalo Dilli,29-04-2011,0.7776,3.88,6.22,6.48,tt1884268,2011,29-Apr-11,Comedy | Drama,Shabbir Ahmed (lyrics) | Anand Raj Anand (lyrics) | Krishika Lulla (lyrics) | Manthan (lyrics) | Nisha Mascarenhas (lyrics) | Arshad Sayed,Vinay Pathak | Lara Dutta | Yana Gupta | Akshay Kumar,Shashant Shah,0,3
313,Jeena Sirf Merre Liye,01-11-2002,0.66,1.92,3.36,6.5,tt0337652,2002,20-Nov-02,Romance,Bolu Khan (story) | Aman Jaffery (story) | Aman Jaffery (dialogue) | Rumi Jaffery (screenplay) | Bolu Khan (dialogue),Vijayendra Ghatge | Kareena Kapoor | Tusshar Kapoor | Kader Khan,Talat Jani,0,2
314,Jeena Sirf Merre Liye,01-Nov-02,0.66,1.92,3.36,6.5,tt0337652,2002,20-Nov-02,Romance,Bolu Khan (story) | Aman Jaffery (story) | Aman Jaffery (dialogue) | Rumi Jaffery (screenplay) | Bolu Khan (dialogue),Vijayendra Ghatge | Kareena Kapoor | Tusshar Kapoor | Kader Khan,Talat Jani,0,2
135,Chillar Party,08-07-2011,0.45,3.15,5.1,6.55,tt1841542,2011,08-Jul-11,Comedy | Drama | Family,Vikas Bahl (screenplay) | Vijay Maurya | Nitesh Tiwari,Aarav Khanna | Chinmai Chandranshuh | Divji Handa | Irfan Khan,Vikas Bahl | Nitesh Tiwari,0,2
299,Insan,14-01-2005,0.92,2.41,3.72,6.58,tt0438875,2005,14-Jan-05,Drama | War,Naeem-Ejaz (dialogue),Akshay Kumar | Ajay Devgn | Tusshar Kapoor | Esha Deol,K. Subhash,0,1
468,Naksha,08-Sep-06,1.39,3.76,5.43,6.61,tt0813540,2006,08-Sep-06,Action | Adventure,Milap Zaveri (story) | Tushar Hiranandani (story) | Milap Zaveri (dialogue),Sunny Deol | Vivek Oberoi | Sameera Reddy | Jackie Shroff,Sachin Bajaj,0,1
585,Shikhar,30-12-2005,1.21,3.62,5.27,6.62,tt0475627,2005,30-Dec-05,Drama | Musical | Romance,Dr. Bodhisattva (dialogue) | Manohar Iyer (lyrics) | John Mathew Matthan (screenplay) | Chandrashekhar Rajit (lyrics) | Sameer (lyrics) | Anita Sarkar (lyrics) | C.K. Raajaa Chandra Sekar (lyrics) | Viju Shah (lyrics) | Mani Shankar (lyrics) | Sudhakar Sharma (lyrics) | Abbas Tyrewala (screenplay),Ajay Devgn | Shahid Kapoor | Bipasha Basu | Amrita Rao,John Mathew Matthan,0,2
41,Aiyyaa,12-Oct-12,1.35,4.75,6.25,6.63,tt2255934,2012,12-Oct-12,Comedy,N/A,Rani Mukerji | Prithviraj Sukumaran | Nirmiti Sawant | Subodh Bhave,Sachin Kundalkar,0,1
488,One 2 Ka 4,30-Mar-01,0.77,2.14,3.71,6.64,tt0227194,2001,30-Mar-01,Action | Comedy | Drama,Sanjay Chhel | Raaj Kumar Dahima (screenplay) | Manoj Lalwani (screenplay),Shah Rukh Khan | Juhi Chawla | Jackie Shroff | Nirmal Pandey,Shashilal K. Nair,0,1
492,Oye Lucky! Lucky Oye!,28-Nov-08,0.7,2.97,4.63,6.72,tt1292703,2008,28-Nov-08,Comedy | Crime | Drama,Dibakar Banerjee (screenplay) | Urmi Juvekar (screenplay) | Manu Rishi Chadha (dialogues),Abhay Deol | Paresh Rawal | Neetu Chandra | Archana Puran Singh,Dibakar Banerjee,0,2
623,Teen Patti,26-02-2010,0.8124,3.84,6.11,6.77,tt1183917,2010,26-Feb-10,Drama | Thriller,Shivkumar Subramaniam (story) | Leena Yadav (story) | Ben Rekhi (english dialogue),Amitabh Bachchan | Madhavan | Shraddha Kapoor | Siddharth Kher,Leena Yadav,0,1
681,Woh Lamhe,29-Sep-06,0.82,2.68,4.18,6.8,tt0833561,2006,29-Sep-06,Biography | Drama | Romance,Mahesh Bhatt (story) | Shagufta Rafique,Kangana Ranaut | Shiney Ahuja | Shaad Randhawa | Purab Kohli,Mohit Suri,0,2
170,Dev,11-Jun-04,1.15,3.38,5.02,6.83,tt0364303,2004,11-Jun-04,Drama,G.P. Deshpande (dialogue) | Nida Fazli (dialogue) | Govind Nihalani (dialogue) | Meenakshi Sharma (dialogue) | Meenakshi Sharma (script) | Meenakshi Sharma (story),Amitabh Bachchan | Om Puri | Fardeen Khan | Kareena Kapoor,Govind Nihalani,0,2
700,Youngistaan,28-Mar-14,0.98,4,6.13,6.91,tt3514330,2014,28-Mar-14,Drama,Ramiz Ilham Khan (story) | Syed Ahmed Afzal (story) | Maitrey Bajpai (story),Jacky Bhagnani | Neha Sharma | Farooq Shaikh | Boman Irani,Syed Ahmed Afzal,0,1
202,Ek Ajnabee,09-12-2005,1.1,3.12,4.68,6.94,tt0457875,2005,09-Dec-05,Action | Adventure | Crime,Apoorva Lakhia (screenplay) | Manoj Tyagi (screenplay) | Manoj Tyagi (dialogue),Amitabh Bachchan | Arjun Rampal | Perizaad Zorabian | Rucha Vaidya,Apoorva Lakhia,0,2
666,Vaastu Shastra,22-Oct-04,0.92,2.68,4.2,6.95,tt0416282,2004,22-Oct-04,Horror | Mystery,Charudutt Acharya,Vicky Ahuja | J.D. Chakravarthi | Ahsaas Channa | Peeya Rai Chowdhary,Saurab Narang,0,3
232,Gayab,16-Jul-04,1.38,3.95,5.74,7.11,tt0414040,2004,16-Jul-04,Fantasy,N/A,Rasika Joshi | Tusshar Kapoor | Ikhlaq Khan | Antara Mali,Prawal Raman,0,3
659,Ugly Aur Pagli,01-Aug-08,1.32,4.53,6.68,7.13,tt1132606,2008,01-Aug-08,Comedy | Drama,Anil Pandey (story) | Amitabh Verma (lyrics) | Suparn Verma (additional screenplay & dialogue),Mallika Sherawat | Ranvir Shorey | Bharati Achrekar | Zeenat Aman,Sachin Kamlakar Khot,0,2
618,Tango Charlie,25-03-2005,1.15,3.11,4.74,7.16,tt0444913,2005,25-Mar-05,Action | Drama | War,Mani Shankar (dialogue) | Mani Shankar (screenplay),Ajay Devgn | Bobby Deol | Sanjay Dutt | Sunil Shetty,Mani Shankar,0,1
362,Knock Out,15-10-2010,0.8604,3.91,6.28,7.17,tt1558578,2010,15-Oct-10,Action | Crime | Drama,Shiraz Ahmed (dialogue) | Vishal Dadlani (lyrics) | Panchhi Jalonvi (lyrics) | Mani Shankar (story) | Shellee (lyrics),Sanjay Dutt | Irrfan Khan | Kangana Ranaut | Gulshan Grover,Mani Shankar,0,1
339,Kalyug,09-12-2005,0.68,1.97,3.18,7.21,tt0499041,2005,09-Dec-05,Action | Crime | Drama,Jay Dixit (dialogue) | Anand Sivakumaran (screenplay) | Mohit Suri (story),Kunal Khemu | Deepal Shaw | Smiley Suri | Atul Parchure,Mohit Suri,0,5
276,Hisss,22-11-2010,0.8652,1.9415088,4.7586,7.21,tt1244093,2010,22-Oct-10,Comedy | Drama | Horror,Jennifer Chambers Lynch | Gulfam Khan (dialogue),Mallika Sherawat | Irrfan Khan | Jeff Doucette | Divya Dutta,Jennifer Chambers Lynch,0,1
42,Ajab Gazabb Love,26-Oct-12,0.8664,4.25,7,7.22,tt2356959,2012,24-Oct-12,Romance,Anvita Dutt (additional screenplay) | Mayur Puri (screenplay) | G. Nageswara Reddy (original story),Jacky Bhagnani | Nidhi Subbaiah | Darshan Jariwala | Kiron Kher,Sanjay Gadhvi,0,1
706,Zeher,25-03-2005,0.64,2.06,3.45,7.34,tt0451983,2005,25-Mar-05,Thriller,Mahesh Bhatt (screenplay),Emraan Hashmi | Shamita Shetty | Udita Goswami | Sameer Kochhar,Mohit Suri,0,4
420,Main Aurr Mrs Khanna,16-10-2009,1.64,4.42,6.86,7.4,tt1174041,2009,16-Oct-09,Comedy | Drama,Arun Bhairav (lyrics) | Suzanne D'Mello (lyrics) | Jalees Sherwani (lyrics) | Prem Soni (screenplay) | Junaid Wasi (lyrics),Kareena Kapoor | Salman Khan | Sohail Khan | Yash Tonk,Prem Soni,0,1
660,Umrao Jaan,03-Nov-06,1.52,4.27,6.09,7.43,tt0485522,2006,03-Nov-06,Drama | Romance,J.P. Dutta (screenplay) | O.P. Dutta (story) | Mirza Muhammad Hadi Ruswa (novel),Aishwarya Rai Bachchan | Shabana Azmi | Sunil Shetty | Abhishek Bachchan,J.P. Dutta,0,1
509,Phoonk 2,16-04-2010,0.9,2.0196,4.95,7.5,tt1612611,2010,16-Apr-10,Drama | Horror | Mystery,Milind Gadagkar,Sudeep | Amruta Khanvilkar | Ahsaas Channa | Anu Ansari,Milind Gadagkar,1,2
212,Elaan,14-01-2005,1.16,3.06,4.65,7.52,tt0416712,2005,14-Jan-05,Action,Robin Bhatt | Vikram Bhatt,Arjun Rampal | Ameesha Patel | John Abraham | Lara Dutta,Vikram Bhatt,0,1
478,Nishabd,02-Mar-07,1.15,3.73,5.46,7.53,tt0824375,2007,02-Mar-07,Drama,Kusum Punjabi (story),Amitabh Bachchan | Jiah Khan | Revathy | Nasser,Ram Gopal Varma,0,2
553,Road,27-09-2002,0.88,2.59,4.3,7.57,tt0315632,2002,27-Sep-02,Thriller,Rajnish Thakur,Manoj Bajpayee | Vivek Oberoi | Antara Mali | Sayaji Shinde,Rajat Mukherjee,0,3
554,Road,27-Sep-02,0.88,2.59,4.3,7.57,tt0315632,2002,27-Sep-02,Thriller,Rajnish Thakur,Manoj Bajpayee | Vivek Oberoi | Antara Mali | Sayaji Shinde,Rajat Mukherjee,0,3
381,Kya Yehi Pyaar Hai,22-03-2002,0.6,1.8,3.12,7.58,tt0312883,2002,10-Apr-02,Comedy | Musical | Romance,Javed Siddiqui,Jackie Shroff | Aftab Shivdasani | Ameesha Patel | Anupama Verma,K. Muralimohana Rao,0,4
382,Kya Yehi Pyaar Hai,22-Mar-02,0.6,1.8,3.12,7.58,tt0312883,2002,10-Apr-02,Comedy | Musical | Romance,Javed Siddiqui,Jackie Shroff | Aftab Shivdasani | Ameesha Patel | Anupama Verma,K. Muralimohana Rao,0,4
442,Mickey Virus,25-Oct-13,1.35,4.75,7.1,7.66,tt2796318,2013,25-Oct-13,Comedy | Thriller,Elvin Raja (script co-writer) | Kuldeep Ruhil (script consultant & dialogue) | Saurabh Varma (screenplay),Manish Paul | Dean Alexandrou | Elli Avram | Varun Badola,Saurabh Varma,0,2
309,Jail,06-11-2009,0.9228,2.0707632,5.0754,7.69,tt1245774,2009,06-Nov-09,Drama,Madhur Bhandarkar (story) | Ajaykumar Garg (lyrics) | Sandeep Nath (lyrics) | Sharib (lyrics) | Raghuvir Shekhawat (dialogue) | Anuradha Tiwari (story) | Toshi (lyrics) | Turaz (lyrics) | Manoj Tyagi (story),Neil Nitin Mukesh | Manoj Bajpayee | Arya Babbar | Mirza Ali Quli,Madhur Bhandarkar,0,2
69,Awarapan,29-Jun-07,0.79,2.88,4.47,7.76,tt1020937,2007,29-Jun-07,Action | Crime | Drama,Shagufta Rafique (dialogue & screenplay),Salil Acharya | Emraan Hashmi | J. Brandon Hill | Rehan Khan,Mohit Suri,0,1
199,Dus Kahaniyaan,07-Dec-07,1.2,4.02,5.98,7.78,tt0823451,2007,07-Dec-07,Adventure | Crime | Drama,Sanjay Gupta (screenplay) | S. Farhan (dialogue) | Hansal Mehta (screenplay) | Virag Mishra (screenplay) | Kartar Singh Duggal (story) | Meghna Gulzar (screenplay) | Sanjay Gupta (story) | Sudipto Chattopadhyay (screenplay) | Javed Siddiqui (dialogue) | Rajiv Gopalkrishnan (story) | S. Farhan (dialogue) | Kamlesh Pandey (screenplay) | S. Farhan (screenplay) | Shivani Tibrewala (story) | Sanjay Gupta (screenplay,Arbaaz Khan | Mandira Bedi | Sudhanshu Pandey | Jimmy Shergill,Jasmeet Dhodhi | Meghna Gulzar | Sanjay Gupta | Apoorva Lakhia | Hansal Mehta | Rohit Roy,0,1
544,Rann,29-01-2010,0.942,4.73,7.55,7.85,tt1451797,2010,29-Jan-10,Drama | Mystery,Rohit G. Banawlikar (story) | Sarim Momin (lyrics) | Prashant Pandey (lyrics) | Sandip Singh (lyrics) | Vayu (lyrics),Amitabh Bachchan | Ritesh Deshmukh | Gul Panag | Paresh Rawal,Ram Gopal Varma,0,1
235,Ghost,13-Jan-12,0.9516,2.74992,6.74,7.93,tt2175671,2012,13-Jan-12,Horror,Puja Bedi (screenplay) | Puja Bedi (story),Shiney Ahuja | Sayali Bhagat | Julia Bliss | Tabrez Khan,Puja Bedi,0,2
628,Tere Bin Laden,16-07-2010,0.9,3.74,5.61,7.94,tt1629391,2010,16-Jul-10,Comedy | Drama,Mohammad Ahmad (dialogue) | Abhishek Sharma (story),Ali Zafar | Pradhuman Singh | Piyush Mishra | Nikhil Ratnaparkhi,Abhishek Sharma,0,3
45,Aks,13-Jul-01,1,2.97,5.15,8,tt0289845,2001,13-Jul-01,Thriller | Mystery,Renzil D'Silva (story) | Rakeysh Omprakash Mehra (screenplay) | Rakeysh Omprakash Mehra (story) | Kamlesh Pandey (dialogue) | Kamlesh Pandey (script),Amitabh Bachchan | Raveena Tandon | Manoj Bajpayee | Nandita Das,Rakeysh Omprakash Mehra,0,2
464,Na Tum Jaano Na Hum,10-May-02,0.81,2.46,4.34,8.14,tt0248216,2002,10-May-02,Comedy | Drama | Musical,Pratibha Acharya (dialogue) | Arjun Sablok,Saif Ali Khan | Hrithik Roshan | Esha Deol | Alok Nath,Arjun Sablok,0,1
465,Na Tum Jaano Na Hum,10-05-2002,0.81,2.46,4.34,8.14,tt0248216,2002,10-May-02,Comedy | Drama | Musical,Pratibha Acharya (dialogue) | Arjun Sablok,Saif Ali Khan | Hrithik Roshan | Esha Deol | Alok Nath,Arjun Sablok,0,1
582,Shaitan,10-06-2011,0.81,3.41,5.25,8.19,tt1836912,2011,10-Jun-11,Action | Crime | Drama,Abhijeet Deshpande (dialogue) | K.S. Krishnan (lyrics) | Bejoy Nambiar | Megha Ramaswamy | Colin Terrence (lyrics),Kalki Koechlin | Shiv Pandit | Gulshan Devaiah | Rajeev Khandelwal,Bejoy Nambiar,0,2
317,Jo Bole So Nihaal,13-05-2005,1.6,4.32,6.7,8.22,tt0436451,2005,13-May-05,Action,Sanjay Chhel (dialogue writer),Sunny Deol | Thomas Tevana | Gary Castro Churchwell | Kamaal Khan,Rahul Rawail,0,1
522,Pyaar Ke Side Effects,15-Sep-06,0.72,2.42,3.91,8.33,tt0480572,2006,15-Sep-06,Comedy | Drama | Romance,Saket Chaudhary | Pratibha Acharya (dialogue) | Vijay Krishna Acharya (dialogue),Rahul Bose | Mallika Sherawat | Ranvir Shorey | Sharat Saxena,Saket Chaudhary,0,3
440,Mere Yaar Ki Shaadi Hai,07-Jun-02,0.52,1.61,3.04,8.34,tt0322653,2002,07-Jun-02,Comedy | Drama | Musical,Sanjay Gadhvi | Mayur Puri (dialogue) | Mayur Puri (screenplay),Uday Chopra | Tulip Joshi | Jimmy Shergill | Bipasha Basu,Sanjay Gadhvi,0,5
441,Mere Yaar Ki Shaadi Hai,07-06-2002,0.52,1.61,3.04,8.34,tt0322653,2002,07-Jun-02,Comedy | Drama | Musical,Sanjay Gadhvi | Mayur Puri (dialogue) | Mayur Puri (screenplay),Uday Chopra | Tulip Joshi | Jimmy Shergill | Bipasha Basu,Sanjay Gadhvi,0,5
81,Benny and Babloo,01-10-2010,1.0152,2.2781088,5.5836,8.46,tt1740662,2010,01-Oct-10,Comedy | Drama,Shabbir Ahmed (lyrics) | Panchhi Jalonvi (lyrics) | Yunus Sajawal | Farhad Sajid (dialogue),Kay Kay Menon | Rajpal Yadav | Aashif Sheikh | Shweta Tiwari,Yunus Sajawal,0,1
